inspection_id,restaurant_id,inspection_type,date,result,score,inspector_id,notes,pass
2733,658,Routine,2023-07-18,Pass,27,INSP2992,Inspection notes for inspection 2733,True
2734,706,Complaint,2023-03-29,Pass,16,INSP2383,Inspection notes for inspection 2734,True
2735,487,Routine,2023-03-19,Pass,46,INSP7708,Inspection notes for inspection 2735,True
2736,345,Complaint,2020-12-22,Pass,13,INSP1951,Inspection notes for inspection 2736,True
2737,225,Follow-up,2017-12-25,Pass w/ Conditions,85,INSP1759,Inspection notes for inspection 2737,True
2738,974,Complaint,2025-02-06,Pass,35,INSP4093,Inspection notes for inspection 2738,True
2739,548,Routine,2024-03-29,Fail,78,INSP8843,Inspection notes for inspection 2739,False
2740,570,Follow-up,2017-03-03,Pass,14,INSP7138,Inspection notes for inspection 2740,True
2741,936,Follow-up,2022-08-20,Fail,64,INSP8178,Inspection notes for inspection 2741,False
2742,111,Complaint,2018-06-05,Pass w/ Conditions,85,INSP4789,Inspection notes for inspection 2742,True
2743,20,Follow-up,2016-01-10,Pass,6,INSP8360,Inspection notes for inspection 2743,True
2744,363,Follow-up,2017-09-06,Fail,86,INSP3059,Inspection notes for inspection 2744,False
2745,997,Follow-up,2019-07-08,Fail,88,INSP6418,Inspection notes for inspection 2745,False
2746,628,Complaint,2022-04-10,Fail,27,INSP6617,Inspection notes for inspection 2746,False
2747,83,Routine,2019-07-25,Pass w/ Conditions,69,INSP9640,Inspection notes for inspection 2747,True
2748,264,Routine,2024-09-10,Pass w/ Conditions,71,INSP2438,Inspection notes for inspection 2748,True
2749,608,License,2020-04-04,Pass,70,INSP6092,Inspection notes for inspection 2749,True
2750,316,Complaint,2024-07-05,Pass,6,INSP5420,Inspection notes for inspection 2750,True
2751,252,Complaint,2024-04-11,Pass,33,INSP3923,Inspection notes for inspection 2751,True
2752,928,Follow-up,2020-07-28,Pass w/ Conditions,67,INSP7574,Inspection notes for inspection 2752,True
2753,876,Complaint,2022-07-30,Pass w/ Conditions,47,INSP6969,Inspection notes for inspection 2753,True
2754,884,Follow-up,2022-04-12,Fail,6,INSP3149,Inspection notes for inspection 2754,False
2755,703,Complaint,2018-08-28,Pass,85,INSP4987,Inspection notes for inspection 2755,True
2756,679,Routine,2023-09-22,Pass w/ Conditions,56,INSP5491,Inspection notes for inspection 2756,True
2757,921,Follow-up,2021-11-19,Pass w/ Conditions,86,INSP8121,Inspection notes for inspection 2757,True
2758,99,Routine,2024-10-01,Pass,90,INSP9286,Inspection notes for inspection 2758,True
2759,361,Complaint,2016-01-10,Pass w/ Conditions,75,INSP9964,Inspection notes for inspection 2759,True
2760,557,License,2020-02-15,Pass w/ Conditions,99,INSP8150,Inspection notes for inspection 2760,True
2761,654,Complaint,2023-05-22,Pass,89,INSP6561,Inspection notes for inspection 2761,True
2762,126,License,2025-02-14,Pass w/ Conditions,43,INSP3838,Inspection notes for inspection 2762,True
2763,605,Follow-up,2024-01-22,Pass,24,INSP2487,Inspection notes for inspection 2763,True
2764,699,Follow-up,2020-04-03,Pass,25,INSP9619,Inspection notes for inspection 2764,True
2765,577,License,2022-01-07,Fail,12,INSP2530,Inspection notes for inspection 2765,False
2766,873,Follow-up,2021-12-07,Pass,97,INSP1619,Inspection notes for inspection 2766,True
2767,696,Complaint,2021-07-15,Pass,51,INSP9548,Inspection notes for inspection 2767,True
2768,726,Routine,2018-08-24,Fail,2,INSP1254,Inspection notes for inspection 2768,False
2769,377,Routine,2015-06-09,Fail,89,INSP8935,Inspection notes for inspection 2769,False
2770,635,Follow-up,2019-06-29,Fail,31,INSP8552,Inspection notes for inspection 2770,False
2771,466,Complaint,2020-07-02,Pass w/ Conditions,66,INSP2166,Inspection notes for inspection 2771,True
2772,479,Routine,2022-05-10,Pass w/ Conditions,83,INSP6374,Inspection notes for inspection 2772,True
2773,823,Complaint,2016-07-11,Pass w/ Conditions,61,INSP4052,Inspection notes for inspection 2773,True
2774,752,License,2019-10-24,Pass w/ Conditions,98,INSP1661,Inspection notes for inspection 2774,True
2775,491,License,2022-04-26,Fail,77,INSP4291,Inspection notes for inspection 2775,False
2776,45,Complaint,2019-06-27,Pass,34,INSP4749,Inspection notes for inspection 2776,True
2777,762,License,2017-10-14,Pass,41,INSP7075,Inspection notes for inspection 2777,True
2778,975,License,2016-01-17,Fail,26,INSP9688,Inspection notes for inspection 2778,False
2779,279,Routine,2019-03-21,Fail,69,INSP9860,Inspection notes for inspection 2779,False
2780,277,Complaint,2022-11-28,Fail,64,INSP1935,Inspection notes for inspection 2780,False
2781,645,Follow-up,2018-06-21,Pass,35,INSP6869,Inspection notes for inspection 2781,True
2782,784,Follow-up,2020-11-21,Pass,99,INSP9448,Inspection notes for inspection 2782,True
2783,197,License,2022-06-02,Pass,93,INSP7286,Inspection notes for inspection 2783,True
2784,815,Follow-up,2022-10-05,Pass,14,INSP8850,Inspection notes for inspection 2784,True
2785,355,Follow-up,2017-07-14,Pass w/ Conditions,29,INSP8410,Inspection notes for inspection 2785,True
2786,316,License,2015-09-03,Pass w/ Conditions,24,INSP4591,Inspection notes for inspection 2786,True
2787,353,Complaint,2024-06-03,Pass,64,INSP3682,Inspection notes for inspection 2787,True
2788,177,License,2021-05-23,Pass w/ Conditions,98,INSP2531,Inspection notes for inspection 2788,True
2789,175,License,2023-01-21,Fail,62,INSP3832,Inspection notes for inspection 2789,False
2790,512,Routine,2022-11-21,Fail,99,INSP9270,Inspection notes for inspection 2790,False
2791,880,Routine,2021-10-05,Pass w/ Conditions,69,INSP1326,Inspection notes for inspection 2791,True
2792,593,Follow-up,2019-01-21,Pass,82,INSP6333,Inspection notes for inspection 2792,True
2793,472,Complaint,2018-12-16,Pass,74,INSP5194,Inspection notes for inspection 2793,True
2794,340,License,2024-08-07,Fail,26,INSP2950,Inspection notes for inspection 2794,False
2795,323,Complaint,2023-02-08,Pass w/ Conditions,59,INSP6383,Inspection notes for inspection 2795,True
2796,432,Complaint,2022-09-29,Pass w/ Conditions,14,INSP5952,Inspection notes for inspection 2796,True
2797,533,Follow-up,2018-06-10,Pass w/ Conditions,17,INSP8255,Inspection notes for inspection 2797,True
2798,724,Routine,2016-06-01,Pass,53,INSP6815,Inspection notes for inspection 2798,True
2799,926,Routine,2019-05-30,Pass,96,INSP4118,Inspection notes for inspection 2799,True
2800,829,Complaint,2024-10-29,Pass w/ Conditions,50,INSP4709,Inspection notes for inspection 2800,True
2801,335,Routine,2022-02-25,Pass w/ Conditions,100,INSP9594,Inspection notes for inspection 2801,True
2802,980,Follow-up,2023-07-29,Pass,39,INSP6427,Inspection notes for inspection 2802,True
2803,938,Routine,2018-08-27,Pass,11,INSP2207,Inspection notes for inspection 2803,True
2804,299,Follow-up,2016-07-04,Pass w/ Conditions,85,INSP5869,Inspection notes for inspection 2804,True
2805,40,Complaint,2020-08-29,Pass,35,INSP1042,Inspection notes for inspection 2805,True
2806,393,Follow-up,2023-01-15,Pass w/ Conditions,49,INSP5871,Inspection notes for inspection 2806,True
2807,818,Routine,2015-12-14,Pass,15,INSP3345,Inspection notes for inspection 2807,True
2808,498,Routine,2022-09-09,Pass,48,INSP5765,Inspection notes for inspection 2808,True
2809,571,License,2025-03-18,Pass w/ Conditions,38,INSP9012,Inspection notes for inspection 2809,True
2810,13,Complaint,2020-05-09,Fail,36,INSP6476,Inspection notes for inspection 2810,False
2811,835,License,2016-01-28,Pass,23,INSP2685,Inspection notes for inspection 2811,True
2812,390,Follow-up,2019-05-17,Fail,63,INSP7760,Inspection notes for inspection 2812,False
2813,224,Complaint,2016-02-09,Pass w/ Conditions,23,INSP5629,Inspection notes for inspection 2813,True
2814,971,Complaint,2024-10-02,Pass w/ Conditions,40,INSP4162,Inspection notes for inspection 2814,True
2815,143,License,2017-05-28,Fail,33,INSP1239,Inspection notes for inspection 2815,False
2816,962,Follow-up,2022-06-24,Fail,74,INSP6997,Inspection notes for inspection 2816,False
2817,616,Follow-up,2020-05-12,Fail,67,INSP3916,Inspection notes for inspection 2817,False
2818,751,Routine,2018-04-01,Fail,92,INSP5569,Inspection notes for inspection 2818,False
2819,462,Follow-up,2024-05-22,Pass w/ Conditions,90,INSP3243,Inspection notes for inspection 2819,True
2820,570,Follow-up,2023-03-10,Pass,3,INSP4951,Inspection notes for inspection 2820,True
2821,645,License,2023-03-17,Pass,66,INSP8261,Inspection notes for inspection 2821,True
2822,605,Routine,2021-06-03,Pass w/ Conditions,89,INSP7771,Inspection notes for inspection 2822,True
2823,979,Complaint,2016-06-07,Pass,35,INSP4131,Inspection notes for inspection 2823,True
2824,780,Complaint,2023-05-11,Pass,3,INSP6287,Inspection notes for inspection 2824,True
2825,733,Routine,2021-11-09,Pass w/ Conditions,57,INSP1749,Inspection notes for inspection 2825,True
2826,196,Routine,2025-04-10,Pass w/ Conditions,68,INSP7498,Inspection notes for inspection 2826,True
2827,109,License,2021-09-03,Pass,16,INSP7239,Inspection notes for inspection 2827,True
2828,485,License,2022-03-01,Fail,80,INSP3380,Inspection notes for inspection 2828,False
2829,504,Routine,2018-03-24,Pass,91,INSP9421,Inspection notes for inspection 2829,True
2830,327,Routine,2018-03-19,Pass w/ Conditions,99,INSP7477,Inspection notes for inspection 2830,True
2831,895,License,2024-10-12,Pass w/ Conditions,18,INSP4838,Inspection notes for inspection 2831,True
2832,400,Complaint,2022-10-05,Pass,31,INSP1505,Inspection notes for inspection 2832,True
2833,996,Routine,2019-07-25,Pass,8,INSP8696,Inspection notes for inspection 2833,True
2834,48,License,2022-10-17,Pass,94,INSP7273,Inspection notes for inspection 2834,True
2835,868,Complaint,2016-09-02,Fail,29,INSP8512,Inspection notes for inspection 2835,False
2836,633,Complaint,2018-06-15,Pass,36,INSP4554,Inspection notes for inspection 2836,True
2837,417,Routine,2020-02-05,Pass,8,INSP3647,Inspection notes for inspection 2837,True
2838,89,License,2022-06-25,Pass w/ Conditions,99,INSP8621,Inspection notes for inspection 2838,True
2839,231,Routine,2016-05-10,Fail,41,INSP1471,Inspection notes for inspection 2839,False
2840,266,Follow-up,2021-12-30,Pass w/ Conditions,95,INSP4649,Inspection notes for inspection 2840,True
2841,750,Follow-up,2016-04-05,Pass w/ Conditions,77,INSP8423,Inspection notes for inspection 2841,True
2842,636,Routine,2021-03-13,Pass w/ Conditions,35,INSP5695,Inspection notes for inspection 2842,True
2843,16,Routine,2022-09-18,Pass,39,INSP2179,Inspection notes for inspection 2843,True
2844,69,Routine,2022-04-21,Fail,74,INSP7981,Inspection notes for inspection 2844,False
2845,659,License,2018-11-06,Pass w/ Conditions,48,INSP1929,Inspection notes for inspection 2845,True
2846,331,Follow-up,2017-01-08,Pass,72,INSP5769,Inspection notes for inspection 2846,True
2847,63,Routine,2024-12-21,Fail,33,INSP7179,Inspection notes for inspection 2847,False
2848,663,License,2021-02-09,Fail,75,INSP8133,Inspection notes for inspection 2848,False
2849,550,License,2020-02-12,Pass w/ Conditions,14,INSP8174,Inspection notes for inspection 2849,True
2850,742,Follow-up,2024-11-10,Fail,88,INSP9405,Inspection notes for inspection 2850,False
2851,333,Complaint,2019-12-12,Fail,66,INSP7908,Inspection notes for inspection 2851,False
2852,422,Follow-up,2021-01-22,Fail,10,INSP9183,Inspection notes for inspection 2852,False
2853,373,License,2015-10-20,Pass w/ Conditions,5,INSP7920,Inspection notes for inspection 2853,True
2854,246,Routine,2015-10-06,Fail,87,INSP7889,Inspection notes for inspection 2854,False
2855,959,Follow-up,2022-05-06,Fail,29,INSP4002,Inspection notes for inspection 2855,False
2856,646,Follow-up,2018-09-14,Pass,49,INSP6715,Inspection notes for inspection 2856,True
2857,70,Follow-up,2021-09-16,Pass,4,INSP4126,Inspection notes for inspection 2857,True
2858,558,License,2020-10-31,Pass,64,INSP7247,Inspection notes for inspection 2858,True
2859,87,Follow-up,2020-04-11,Fail,66,INSP1774,Inspection notes for inspection 2859,False
2860,923,Routine,2020-01-15,Pass,99,INSP9085,Inspection notes for inspection 2860,True
2861,174,Complaint,2024-11-14,Pass,51,INSP5523,Inspection notes for inspection 2861,True
2862,228,Complaint,2023-01-16,Pass w/ Conditions,82,INSP8303,Inspection notes for inspection 2862,True
2863,987,Follow-up,2016-12-20,Pass w/ Conditions,100,INSP2114,Inspection notes for inspection 2863,True
2864,784,Follow-up,2019-08-15,Fail,79,INSP6983,Inspection notes for inspection 2864,False
2865,846,License,2015-06-11,Pass w/ Conditions,72,INSP5319,Inspection notes for inspection 2865,True
2866,54,Routine,2024-05-15,Fail,26,INSP1785,Inspection notes for inspection 2866,False
2867,284,Complaint,2015-11-15,Pass,53,INSP1982,Inspection notes for inspection 2867,True
2868,953,Follow-up,2017-09-23,Fail,68,INSP2800,Inspection notes for inspection 2868,False
2869,981,License,2024-11-08,Fail,35,INSP3015,Inspection notes for inspection 2869,False
2870,447,License,2017-05-17,Fail,44,INSP9063,Inspection notes for inspection 2870,False
2871,412,Routine,2022-05-03,Pass,45,INSP7341,Inspection notes for inspection 2871,True
2872,347,Routine,2023-07-15,Pass w/ Conditions,8,INSP9519,Inspection notes for inspection 2872,True
2873,688,Follow-up,2024-01-16,Pass,73,INSP3314,Inspection notes for inspection 2873,True
2874,198,License,2019-11-24,Pass w/ Conditions,80,INSP6614,Inspection notes for inspection 2874,True
2875,367,License,2024-09-30,Pass w/ Conditions,94,INSP7459,Inspection notes for inspection 2875,True
2876,979,Follow-up,2016-08-21,Pass,85,INSP8924,Inspection notes for inspection 2876,True
2877,342,Complaint,2022-08-14,Pass w/ Conditions,32,INSP2528,Inspection notes for inspection 2877,True
2878,221,Routine,2019-06-05,Pass w/ Conditions,4,INSP4488,Inspection notes for inspection 2878,True
2879,396,Routine,2023-07-03,Pass,21,INSP2694,Inspection notes for inspection 2879,True
2880,895,License,2019-11-28,Pass w/ Conditions,69,INSP6654,Inspection notes for inspection 2880,True
2881,883,Routine,2017-03-09,Pass,59,INSP9331,Inspection notes for inspection 2881,True
2882,16,Routine,2017-10-07,Pass,33,INSP8085,Inspection notes for inspection 2882,True
2883,767,Complaint,2022-09-14,Fail,63,INSP3760,Inspection notes for inspection 2883,False
2884,210,Follow-up,2016-05-26,Pass w/ Conditions,97,INSP6934,Inspection notes for inspection 2884,True
2885,412,Follow-up,2021-06-07,Pass,56,INSP2296,Inspection notes for inspection 2885,True
2886,838,Routine,2025-01-19,Pass,2,INSP2829,Inspection notes for inspection 2886,True
2887,356,Complaint,2016-08-08,Pass w/ Conditions,34,INSP9759,Inspection notes for inspection 2887,True
2888,683,Follow-up,2017-11-14,Pass,89,INSP9116,Inspection notes for inspection 2888,True
2889,489,Routine,2022-03-15,Pass,100,INSP4858,Inspection notes for inspection 2889,True
2890,919,License,2025-05-03,Pass w/ Conditions,90,INSP9711,Inspection notes for inspection 2890,True
2891,436,License,2017-03-30,Pass w/ Conditions,75,INSP2808,Inspection notes for inspection 2891,True
2892,392,Follow-up,2019-06-09,Pass w/ Conditions,27,INSP5036,Inspection notes for inspection 2892,True
2893,65,Routine,2018-04-16,Pass w/ Conditions,34,INSP4440,Inspection notes for inspection 2893,True
2894,113,Complaint,2022-05-21,Pass w/ Conditions,80,INSP8860,Inspection notes for inspection 2894,True
2895,897,License,2022-05-01,Pass w/ Conditions,63,INSP8426,Inspection notes for inspection 2895,True
2896,441,Follow-up,2025-01-03,Fail,67,INSP9611,Inspection notes for inspection 2896,False
2897,852,Complaint,2025-04-26,Fail,41,INSP4500,Inspection notes for inspection 2897,False
2898,204,Complaint,2015-10-07,Fail,51,INSP4484,Inspection notes for inspection 2898,False
2899,134,Follow-up,2025-02-07,Pass w/ Conditions,29,INSP2252,Inspection notes for inspection 2899,True
2900,314,License,2022-02-02,Pass w/ Conditions,85,INSP2121,Inspection notes for inspection 2900,True
2901,930,Complaint,2019-10-05,Fail,60,INSP4942,Inspection notes for inspection 2901,False
2902,763,Routine,2018-09-27,Fail,68,INSP6910,Inspection notes for inspection 2902,False
2903,31,Follow-up,2019-08-06,Pass w/ Conditions,88,INSP6046,Inspection notes for inspection 2903,True
2904,10,License,2015-08-10,Fail,22,INSP4565,Inspection notes for inspection 2904,False
2905,574,Routine,2021-01-09,Pass w/ Conditions,29,INSP5159,Inspection notes for inspection 2905,True
2906,919,Routine,2021-03-27,Pass w/ Conditions,34,INSP5659,Inspection notes for inspection 2906,True
2907,306,Complaint,2015-12-23,Pass,58,INSP4727,Inspection notes for inspection 2907,True
2908,268,Follow-up,2015-08-26,Pass,16,INSP4848,Inspection notes for inspection 2908,True
2909,628,Routine,2016-06-11,Pass w/ Conditions,39,INSP8297,Inspection notes for inspection 2909,True
2910,737,Routine,2015-07-26,Fail,98,INSP9573,Inspection notes for inspection 2910,False
2911,833,Complaint,2017-03-17,Pass,48,INSP1849,Inspection notes for inspection 2911,True
2912,670,Follow-up,2021-12-06,Fail,55,INSP6600,Inspection notes for inspection 2912,False
2913,84,Routine,2023-04-29,Pass w/ Conditions,28,INSP4550,Inspection notes for inspection 2913,True
2914,410,Routine,2017-12-26,Pass,8,INSP9170,Inspection notes for inspection 2914,True
2915,928,Complaint,2016-10-08,Fail,10,INSP2828,Inspection notes for inspection 2915,False
2916,749,License,2016-06-25,Pass w/ Conditions,52,INSP1801,Inspection notes for inspection 2916,True
2917,262,Follow-up,2020-07-29,Pass,31,INSP3345,Inspection notes for inspection 2917,True
